"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","national_rank"
"103","Stockholm University","Sweden",28.6,53.4,41.4,88.7,31.5,52.4,31715,23.7,"8%","62 : 38",2014,2
"103","University of Arizona","United States of America",39.4,38,44.4,74.6,82.3,52.4,36429,12.7,"8%","52 : 48",2014,48
"106","Eindhoven University of Technology","Netherlands",37.3,68.7,47.9,63.6,100,52.3,8176,16,"14%","19 : 81",2014,9
"106","University of Montreal","Canada",45.7,75.6,42.9,59.3,90.9,52.3,38264,20.3,"25%","57 : 43",2014,5
"108","University of Maryland, College Park","United States of America",39,42.4,37.2,84.4,32.1,52.2,31331,8.4,"9%","48 : 52",2014,49
"109","Chinese University of Hong Kong","Hong Kong",45.5,66.9,54.7,52.4,46.4,52,17916,10.2,"22%","53 : 47",2014,3
"109","University of Alberta","Canada",44.6,70.1,47.8,59.3,46.8,52,36299,21.6,"23%","55 : 45",2014,6
"111","Uppsala University","Sweden",38.9,57.8,49.7,66.4,40.5,51.9,25266,18.2,"12%","57 : 43",2014,3
"112","University of Sheffield","United Kingdom",40.6,71.6,38.1,72.4,42.7,51.8,23311,15.5,"31%","50 : 50",2014,13
"112","University of Virginia","United States of America",49.7,30.2,33.9,77.5,49.4,51.8,23845,10.2,"12%","52 : 48",2014,50
"114","Paris-Sud University","France",35.9,62,32.1,86.3,28.8,51.7,27603,15,"17%",NA,2014,4
"114","Queen Mary University of London","United Kingdom",31,88,29.2,87,37.7,51.7,14260,14,"40%","52 : 48",2014,14
"114","University of New South Wales","Australia",38.8,83.5,50.1,58,52.6,51.7,38309,25.9,"33%","47 : 53",2014,6
"117","KTH Royal Institute of Technology","Sweden",45,86.2,41.6,55.6,100,51.6,12062,14.6,"21%","30 : 70",2014,4
"117","Technical University of Denmark","Denmark",38.9,77.4,26.9,78.7,98.7,51.6,9990,5,"18%","27 : 73",2014,1
"117","University of Glasgow","United Kingdom",34.5,73.7,36.6,79.2,40.8,51.6,22616,16,"29%","57 : 43",2014,15
"117","University of St Andrews","United Kingdom",36.9,88.8,32.2,77.3,40.3,51.6,8338,12.7,"47%","56 : 44",2014,16
"121","University of Sussex","United Kingdom",29.5,80.1,32.2,86.3,31.3,51.2,12001,17.4,"35%","54 : 46",2014,17
"121","University of Zurich","Switzerland",38,85.5,29.8,78.1,39.2,51.2,26583,6.5,"19%","57 : 43",2014,4
"123","Lund University","Sweden",30.1,67.4,48.6,72,33.5,51.1,28251,11.5,"15%",NA,2014,5
"124","University of Geneva","Switzerland",31.4,96.7,33.9,77.2,38.3,51,15668,15,"39%","61 : 39",2014,5
"125","Tokyo Institute of Technology","Japan",52.4,32.1,51.4,52,67.5,50.8,9586,7.3,"13%","13 : 87",2014,3
"126","Dartmouth College","United States of America",38.5,32.7,34.5,83.6,42.3,50.5,6178,6.6,"16%","47 : 53",2014,51
"126","University of Cape Town","South Africa",26.3,77.2,31,84.6,85.6,50.5,20040,12.1,"18%","53 : 47",2014,1
"128","University of Florida","United States of America",48,30.9,49.9,59.9,NA,50.4,50095,18.7,"9%","54 : 46",2014,52
"129","RWTH Aachen University","Germany",40.4,55.5,31.3,76,73.9,50.3,37917,27.6,"16%","31 : 69",2014,7
"129","Trinity College Dublin","Republic of Ireland",33.1,85.9,25.2,85.4,30.8,50.3,15521,18,"25%","57 : 43",2014,1
"131","Radboud University Nijmegen","Netherlands",29.7,58.6,46.1,73.1,42.5,50.2,17713,13,"10%","58 : 42",2014,10
"132","Indiana University","United States of America",45.8,38.3,37,71.5,NA,50.1,62468,13.6,"13%","53 : 47",2014,53
"132","University of Lausanne","Switzerland",27.3,84.5,39.7,74.5,52.7,50.1,11964,13.1,"22%",NA,2014,6
"132","University of Massachusetts","United States of America",40.7,33.1,38.9,74.6,52,50.1,56959,13,"11%","49 : 51",2014,54
"135","Boston College","United States of America",26.3,54.4,26.4,96.2,49.4,50,13216,17.4,"19%","54 : 46",2014,55
"136","University of California, Santa Cruz","United States of America",25.9,39.4,29.1,99.9,NA,49.9,17404,22.7,"1%","53 : 47",2014,56
"137","Lancaster University","United Kingdom",34.8,81.2,32.6,75.4,32.2,49.7,11512,14.9,"33%","52 : 48",2014,18
"138","Aarhus University","Denmark",30.7,67.2,46.4,65.8,67.5,49.6,23895,13.6,"14%","54 : 46",2014,2
"139","Colorado School of Mines","United States of America",22.7,47.3,27.2,97.1,74.8,49.5,5287,18.2,"12%","26 : 74",2014,57
"139","University of Leeds","United Kingdom",34.9,68.5,38.2,71.3,42.1,49.5,27703,14.7,"21%","58 : 42",2014,19
"141","University of Warwick","United Kingdom",39.8,82.9,42.4,58.7,34.6,49.4,18529,16.6,"37%","48 : 52",2014,20
"142","National Taiwan University","Taiwan",47.1,27.3,58.3,47.8,47.1,49.2,31891,11.9,"7%","39 : 61",2014,1
"143","University of Utah","United States of America",39.4,25.5,36.1,76.6,61.3,49.1,25674,16.9,"9%","45 : 55",2014,58
"144","Osaka University","Japan",52.5,27.6,47.6,50.4,71.2,49,23144,7.8,"9%","31 : 69",2014,4
"144","VU University Amsterdam","Netherlands",33.1,49.2,38.8,74.1,59.8,49,23280,16.3,"6%","56 : 44",2014,11
"146","Arizona State University","United States of America",33.8,28.6,35.9,83.6,31.4,48.9,83236,29.9,"9%","50 : 50",2014,59
"146","University of Southampton","United Kingdom",33.2,79.1,31.4,75.4,38.6,48.9,20925,13.5,"29%","53 : 47",2014,21
"148","University of California, Riverside","United States of America",25.9,62.2,25.8,91.8,37.6,48.7,20626,22,"12%","51 : 49",2014,60
"148","University of Exeter","United Kingdom",29.2,76.7,32.8,78.3,37.2,48.7,17755,18.8,"28%","54 : 46",2014,22
"150","Tohoku University","Japan",51.8,29.3,48.1,47.3,85.9,48.5,17200,5,"7%","25 : 75",2014,5
"150","University of Copenhagen","Denmark",33.9,76,32,73.1,43,48.5,27545,4.1,"19%","67 : 33",2014,3
"152","University of Freiburg","Germany",40.1,55.9,28.4,71.8,86.6,48.4,26467,31.2,"16%","52 : 48",2014,8
"153","University of Birmingham","United Kingdom",42.8,72.2,39.6,57.5,36.7,48.3,25295,16.4,"23%","54 : 46",2014,23
"154","Karlsruhe Institute of Technology","Germany",39,61.9,33.6,64.8,83,48,25294,24.6,"16%","26 : 74",2014,9
"155","Joseph Fourier University","France",39.1,57.1,27.6,75.6,36.1,47.8,16130,12.1,"13%",NA,2014,5
"156","École Normale Supérieure de Lyon","France",37.1,63.3,35.2,67.7,30,47.5,2218,8,"14%","49 : 51",2014,6
"157","University of Bern","Switzerland",38.9,78.5,31.4,64.3,45.1,47.4,14708,22.5,"14%","54 : 46",2014,7
"157","University of Nottingham","United Kingdom",38.4,70.3,36.3,62.3,39.2,47.4,30144,15,"27%","54 : 46",2014,24
"159","Texas A&M University","United States of America",43,46.8,50.2,48.6,47.5,47.2,50657,21.4,"9%","47 : 53",2014,61
"160","Georgetown University","United States of America",51.9,43.6,25.6,62.3,71.9,47,15408,8.5,"14%","53 : 47",2014,62
"161","University College Dublin","Republic of Ireland",27.1,79.6,29,77,33.1,46.7,22193,24.5,"23%",NA,2014,2
"161","University of Iowa","United States of America",44.2,29.3,31.6,70.4,NA,46.7,27526,11.6,"11%","52 : 48",2014,63
"161","University of Leicester","United Kingdom",32.5,81.6,32.9,66.9,33.7,46.7,14541,13.4,"35%","54 : 46",2014,25
"164","Brandeis University","United States of America",28.8,50.6,24.3,86.5,36.8,46.6,5495,12.6,"22%","55 : 45",2014,64
"164","Pompeu Fabra University","Spain",27,51.7,27.1,85.2,37.3,46.6,10901,18.3,"13%","59 : 41",2014,1
"164","University of Antwerp","Belgium",34.5,61.1,33.2,64.1,100,46.6,12346,30.3,"16%","56 : 44",2014,3
"164","University of Auckland","New Zealand",26.7,88,33.5,67,74.5,46.6,29787,18.9,"28%","54 : 46",2014,1
"168","University of Western Australia","Australia",34.6,88.6,34.7,58,63.3,46.4,20851,20.7,"27%","50 : 50",2014,7
"169","University of Liverpool","United Kingdom",31.1,75,31.2,70.3,37.7,46.3,18815,13.6,"30%","52 : 48",2014,26
"170","University of Twente","Netherlands",32.7,65.5,43.8,54.3,81.8,46.2,6631,12,"26%","37 : 63",2014,12
"170","University of Vienna","Austria",35.8,89.5,36.1,57.4,29.3,46.2,34651,20.5,"25%","67 : 33",2014,1
"172","Université Catholique de Louvain","Belgium",30.1,63.4,35.3,67.5,57.8,46.1,28856,42,"19%","54 : 46",2014,4
"172","Yeshiva University","United States of America",47.3,25.6,20.6,77.5,NA,46.1,6753,5.5,"7%","53 : 47",2014,65
"174","University of Delaware","United States of America",27,37.1,35.5,73.6,98.1,46,19262,15.9,"10%","56 : 44",2014,66
"174","University of East Anglia","United Kingdom",27.2,72.3,24,81.7,29.5,46,14992,14.7,"28%","58 : 42",2014,27
"176","University at Buffalo","United States of America",40.2,55.4,39.3,56.2,39.4,45.9,25668,19,"19%","47 : 53",2014,67
"176","Université Libre de Bruxelles","Belgium",22.7,77.5,30.4,77.8,NA,45.9,23819,26.1,"32%","54 : 46",2014,5
"178","Paris Diderot University – Paris 7","France",24,67,19.1,90.2,29.1,45.8,27756,14.8,"17%","63 : 37",2014,7
"178","Stony Brook University","United States of America",32.5,57.8,22.9,80.3,32.3,45.8,21908,10.9,"24%","50 : 50",2014,68
"180","Wake Forest University","United States of America",36.1,23.7,21.8,85.1,38.8,45.7,7326,4.6,"5%","51 : 49",2014,69
"181","Rensselaer Polytechnic Institute","United States of America",30.7,35.6,35.5,71.5,65.6,45.6,6671,15,"16%","30 : 70",2014,70
"181","University of Bonn","Germany",35.8,54.2,20.4,80.7,NA,45.6,32474,70.4,"13%","55 : 45",2014,10
"183","Iowa State University","United States of America",35.6,38.8,32.4,71.5,28.2,45.5,29991,17.4,"11%","44 : 56",2014,71
"184","Northeastern University","United States of America",34.5,48.5,19.8,82,34.5,45.4,18539,15.1,"26%","50 : 50",2014,72
"185","University of Miami","United States of America",43.2,32.9,25.8,71.5,NA,45.3,15286,5.7,"14%","50 : 50",2014,73
"185","University of Oslo","Norway",32.4,70.3,33,65.4,32.5,45.3,27139,18.8,"18%",NA,2014,1
"185","University of Ottawa","Canada",36.5,62.4,34.8,60.6,41.6,45.3,36733,26.3,"15%","60 : 40",2014,7
"188","University of Aberdeen","United Kingdom",27.9,83.6,26.8,71.3,45.1,45.2,12938,15.8,"33%","54 : 46",2014,28
"188","University of Texas at Dallas","United States of America",25.5,46.8,28.6,81.2,44.4,45.2,16306,22.8,"23%","44 : 56",2014,74
"190","Yonsei University","South Korea",44.5,35,47,44.2,70.1,45.1,24774,11.6,"14%",NA,2014,4
"191","Hebrew University of Jerusalem","Israel",42.8,52.9,37,54.3,33.3,45,17612,10.7,"5%","55 : 45",2014,1
"191","University of Illinois at Chicago","United States of America",45.5,43.3,34.9,56.2,31.1,45,24313,9.2,"17%","53 : 47",2014,75
"193","Mines ParisTech","France",41.6,58.7,22.5,62.7,99.1,44.9,1283,5.6,"22%","28 : 72",2014,8
"194","George Washington University","United States of America",45.6,36,26.3,65.9,30,44.8,20541,12,"16%","56 : 44",2014,76
"194","University of Reading","United Kingdom",36,70.6,34.1,58.7,34.4,44.8,12050,14.8,"28%","55 : 45",2014,29
"196","University of Dundee","United Kingdom",22.5,65.7,21.4,84.9,46.5,44.7,11628,15.3,"25%","60 : 40",2014,30
"197","Florida Institute of Technology","United States of America",15.9,61.5,14.5,99,44.7,44.6,4408,13.7,"26%","34 : 66",2014,77
"198","Newcastle University","United Kingdom",29.7,76.3,28.3,68.1,36.9,44.5,20174,15.2,"29%","50 : 50",2014,31
"199","Boğaziçi University","Turkey",20.5,49.8,22.8,88.2,45.9,44.3,11506,25,"7%","50 : 50",2014,1
"199","Tel Aviv University","Israel",39.9,43.3,48.3,44.8,44.7,44.3,23977,24.4,"4%",NA,2014,2
"201-225","Birkbeck, University of London","United Kingdom",31.3,83.5,27.4,59.9,29,NA,9454,17.2,"38%","55 : 45",2014,32
"201-225","Cardiff University","United Kingdom",28,70.6,30.9,64.6,34.4,NA,23347,13.1,"23%","57 : 43",2014,33
"201-225","City University of Hong Kong","Hong Kong",30.9,65.9,33.5,60.2,55.7,NA,10015,7.1,"28%","51 : 49",2014,4
"201-225","Fudan University","China",41.6,37.9,31.9,54.1,46.7,NA,32175,12.2,"11%","50 : 50",2014,3
"201-225","Goethe University Frankfurt","Germany",28.9,56.4,20.4,80.7,39.8,NA,31861,9.3,"15%","60 : 40",2014,11
"201-225","Istanbul Technical University","Turkey",26.2,35.7,19.2,82.3,68.2,NA,34550,16,"5%","34 : 66",2014,2
"201-225","Korea University","South Korea",46.2,35.5,42.2,41.1,70.3,NA,24043,15.8,"14%",NA,2014,5
"201-225","Laval University","Canada",37.7,54,29.1,59.3,68.5,NA,27227,16.2,"12%",NA,2014,8
"201-225","Middle East Technical University","Turkey",39.2,31.2,30,56.4,57,NA,25779,22.2,"7%","44 : 56",2014,3
"201-225","Nagoya University","Japan",37.4,28,32.1,55.1,80.6,NA,15529,7.9,"10%","29 : 71",2014,6
"201-225","St George’s, University of London","United Kingdom",20.5,57.3,22.9,84.1,30.6,NA,2958,13.4,"17%","61 : 39",2014,34
"201-225","Sungkyunkwan University (SKKU)","South Korea",37.6,33.7,38.8,45.8,98.6,NA,24365,20.3,"9%","39 : 61",2014,6
"201-225","Technion Israel Institute of Technology","Israel",35.1,59.7,37.2,48.9,36.2,NA,13855,19.4,"4%","35 : 65",2014,3
"201-225","Tokyo Metropolitan University","Japan",19.3,29.4,9.6,100,31,NA,9303,9.9,"4%","35 : 65",2014,7
"201-225","Ulm University","Germany",38.6,54.6,20.6,68.4,51.1,NA,9187,11.2,"10%","47 : 53",2014,12
"201-225","University of Adelaide","Australia",28.7,78.2,34.3,56.8,54.1,NA,20771,30.1,"26%","48 : 52",2014,8
"201-225","University of Bergen","Norway",30.8,62.9,28.2,66.6,34.7,NA,11623,11.1,"12%","60 : 40",2014,2
"201-225","University of Calgary","Canada",32.8,62.9,30.2,56.8,45.4,NA,28341,16.5,"17%","53 : 47",2014,9
"201-225","University of Gothenburg","Sweden",23.4,47.1,35.8,64.1,38,NA,26420,16.4,"12%",NA,2014,6
"201-225","University of Innsbruck","Austria",25.2,91.4,17.2,70.6,40.2,NA,18209,16.9,"39%","54 : 46",2014,2
"201-225","University of Science and Technology of China","China",38.7,25.8,26.1,69.6,69.4,NA,14290,7.9,"2%",NA,2014,4
"201-225","University of Strasbourg","France",25.2,69.2,21.1,76.6,32,NA,46208,17.8,"21%","58 : 42",2014,9
"201-225","University of Trento","Italy",27.2,54.7,22.9,71.5,42.8,NA,16841,43.2,"8%","51 : 49",2014,1
"201-225","University of Tübingen","Germany",31.1,56.6,21.6,71.8,32.3,NA,28327,38.9,"12%","58 : 42",2014,13
"201-225","University of Victoria","Canada",18.1,67,28.5,75.5,30.1,NA,17581,21.5,"11%","56 : 44",2014,10
"201-225","William & Mary","United States of America",37.2,26,18.5,73.6,31.9,NA,7867,11.8,"7%","54 : 46",2014,78
"226-250","Autonomous University of Barcelona","Spain",30.6,48.3,28,64.2,39.1,NA,30538,12.3,"10%","59 : 41",2014,2
"226-250","Bilkent University","Turkey",24.4,43.7,26,69.2,46.6,NA,NA,NA,NA,NA,2014,4
"226-250","Georgia Health Sciences University","United States of America",47.2,30.8,12.1,63.5,NA,NA,NA,NA,NA,NA,2014,79
"226-250","Lomonosov Moscow State University","Russian Federation",54.4,55.7,36.6,27,72.2,NA,30822,7.7,"20%","43 : 57",2014,1
"226-250","Panjab University","India",25.8,29.3,14,84.7,28.4,NA,16691,23.9,"1%","46 : 54",2014,1
"226-250","Queen’s University","Canada",36.2,59.8,29.5,51.6,63.5,NA,20488,22.1,"10%","58 : 42",2014,11
"226-250","Renmin University of China","China",35.5,48.4,13.4,69.6,40.4,NA,24954,12.7,"6%",NA,2014,5
"226-250","Simon Fraser University","Canada",22,58.4,27.9,66.7,41.8,NA,26640,28.3,"19%","55 : 45",2014,12
"226-250","Technical University of Darmstadt","Germany",37.6,66.3,30.7,43.3,88,NA,20300,53.6,"18%","28 : 72",2014,14
"226-250","Tilburg University","Netherlands",32,57.6,45.7,39,55.5,NA,7576,22.4,"10%","49 : 51",2014,13
"226-250","Tulane University","United States of America",43,29,20.6,61.1,NA,NA,11381,8.4,"8%","56 : 44",2014,80
"226-250","University of Barcelona","Spain",24.5,45,24.7,74.9,30.3,NA,47491,12.2,"10%","62 : 38",2014,3
"226-250","University of Cincinnati","United States of America",31.8,25.4,22.3,69.3,36.5,NA,36108,15.7,"6%","54 : 46",2014,81
"226-250","University of Erlangen-Nuremberg","Germany",32.7,49.6,16.5,71.8,47.5,NA,36146,53.9,"9%","49 : 51",2014,15
"226-250","University of Kiel","Germany",29.7,44.2,22.7,69.5,39.8,NA,24444,23.8,"8%","53 : 47",2014,16
"226-250","University of Konstanz","Germany",27,58.9,30.7,59.9,59.5,NA,10930,59.1,"12%","54 : 46",2014,17
"226-250","University of Milan-Bicocca","Italy",25.2,42.8,23.3,76,35.3,NA,33370,72.5,"5%","60 : 40",2014,2
"226-250","University of Münster","Germany",30,45.1,18.2,70.7,39.5,NA,39838,46.1,"8%","53 : 47",2014,18
"226-250","University of Otago","New Zealand",24.6,84.8,26.9,56.9,37.6,NA,18600,20.3,"21%","57 : 43",2014,2
"226-250","University of São Paulo","Brazil",47.2,24.9,50.8,29.4,40.1,NA,81402,14.6,"4%","48 : 52",2014,1
"226-250","University of the Witwatersrand","South Africa",22.4,68.2,29.3,55.8,99,NA,23321,18.6,"9%","56 : 44",2014,2
"226-250","University of Trieste","Italy",19.1,49.8,15,86.7,32.9,NA,18135,25.8,"9%","56 : 44",2014,3
"226-250","University of Turin","Italy",26.1,39.7,20.9,72.7,41.9,NA,67552,66,"6%","62 : 38",2014,4
"226-250","University of Waterloo","Canada",28.9,62,37.4,47.7,38.5,NA,30726,24.2,"14%","45 : 55",2014,13
"226-250","University of Western Ontario","Canada",37.3,62.7,33.7,45.1,52.3,NA,27387,20.7,"16%","54 : 46",2014,14
"226-250","University of Würzburg","Germany",27.1,47.4,16,77,30.4,NA,26576,38.4,"8%","57 : 43",2014,19
"226-250","Vienna University of Technology","Austria",39.2,72.4,30.8,40.9,66.6,NA,26419,52,"27%","27 : 73",2014,3
"251-275","Brunel University London","United Kingdom",21.6,89.1,19.1,64.6,34.1,NA,12613,17.6,"38%","46 : 54",2014,35
"251-275","Dalhousie University","Canada",32.6,59.1,28.8,50.3,67.1,NA,15064,14.4,"18%","55 : 45",2014,15
"251-275","Hong Kong Polytechnic University","Hong Kong",28.4,62.6,35.7,48.4,40.3,NA,22064,25.9,"26%","51 : 49",2014,5
"251-275","Medical University of Vienna","Austria",25.9,69.4,15.9,68.3,33.7,NA,7426,2.9,"28%","50 : 50",2014,4
"251-275","Montpellier University","France",23.4,54.2,24.7,67.7,33.4,NA,36731,18.4,"14%","51 : 49",2014,10
"251-275","Nanjing University","China",36.8,50.8,23.2,52.6,51.8,NA,29743,13.3,"10%","46 : 54",2014,6
"251-275","National Chiao Tung University","Taiwan",37.3,28.9,42.1,37.3,99.5,NA,12646,16.6,"5%","27 : 73",2014,2
"251-275","National Tsing Hua University","Taiwan",39.5,21.5,35.4,44.7,43.4,NA,10221,13.5,"5%","33 : 67",2014,3
"251-275","Norwegian University of Science and Technology","Norway",32.2,54.2,26.7,52.9,46.2,NA,17381,13.9,"9%","46 : 54",2014,3
"251-275","Queen’s University Belfast","United Kingdom",26.9,87.5,22.8,53.8,48.5,NA,17940,17.9,"30%","54 : 46",2014,36
"251-275","Sharif University of Technology","Iran",29.7,20.7,37.2,49,98.3,NA,10977,18.7,"0%","27 : 73",2014,1
"251-275","Swedish University of Agricultural Sciences","Sweden",29,45.2,23.9,59.3,99.8,NA,3879,4.6,NA,"67 : 33",2014,7
"251-275","TU Dresden","Germany",28.7,49.5,15,71.8,38.4,NA,35487,37.4,"12%","42 : 58",2014,20
"251-275","University of Cologne","Germany",29.7,53.4,18.7,63.6,NA,NA,43280,43.4,"11%","60 : 40",2014,21
"251-275","University of Essex","United Kingdom",30.6,82.4,30.5,47.6,32.7,NA,12695,19.8,"39%","55 : 45",2014,37
"251-275","University of Iceland","Iceland",12.5,59.9,24.3,71.1,78.5,NA,13960,25.9,"8%","66 : 34",2014,1
"251-275","University of Nebraska-Lincoln","United States of America",32.6,42,30,52.4,34.2,NA,21789,16.4,"9%","46 : 54",2014,82
"251-275","University of Newcastle","Australia",21.2,70.5,28.2,58,74.2,NA,23508,21.9,"18%","56 : 44",2014,9
"251-275","University of Pavia","Italy",27.9,40.5,20,66.7,63.3,NA,22958,40.6,"6%","56 : 44",2014,5
"251-275","University of South Carolina","United States of America",34.6,34.4,27.9,56.2,31.5,NA,29336,16.3,"1%","55 : 45",2014,83
"251-275","University of the Andes, Colombia","Colombia",14.5,55.7,10.5,89.3,30.6,NA,15773,16.9,"2%","44 : 56",2014,1
"251-275","Vrije Universiteit Brussel","Belgium",30,54.4,24.9,59.3,44.7,NA,9020,17.1,"16%","55 : 45",2014,6
"276-300","Carleton University","Canada",19.4,57.5,24.1,66.7,NA,NA,25036,29.8,"18%","47 : 53",2014,16
"276-300","Chalmers University of Technology","Sweden",26.2,61.5,34.8,44.3,77.3,NA,8605,11.6,"15%","30 : 70",2014,8
"276-300","Colorado State University","United States of America",28.6,31.4,29.8,57.4,38.5,NA,26769,19,"5%","52 : 48",2014,84
"276-300","Creighton University","United States of America",41.3,21.7,10.9,68.2,NA,NA,7086,8.3,"2%","57 : 43",2014,85
"276-300","Koç University","Turkey",16.6,57.8,17.1,72.1,41.1,NA,4488,14.6,"8%","52 : 48",2014,5
"276-300","Macquarie University","Australia",20.9,91.1,23.8,54.2,37.9,NA,27930,20,"44%","55 : 45",2014,10
"276-300","Plymouth University","United Kingdom",16.4,48.3,16,75.4,28.9,NA,24121,25.9,"13%","52 : 48",2014,38
"276-300","Polytechnic University of Milan","Italy",28.6,36.4,25,56.3,75.9,NA,30025,22.2,"12%","34 : 66",2014,6
"276-300","Queensland University of Technology","Australia",26.6,67.9,32.3,44,65.3,NA,33391,35.8,"17%","54 : 46",2014,11
"276-300","Tokyo Medical and Dental University (TMDU)","Japan",43.3,22,21.1,52,46.6,NA,2872,3.3,"7%","51 : 49",2014,8
"276-300","University College Cork","Republic of Ireland",27.2,67.1,20.1,56.8,50,NA,15805,22.3,"15%","55 : 45",2014,3
"276-300","University of Alaska Fairbanks","United States of America",26.1,38.2,25.5,57.4,52.5,NA,3837,8.2,"7%","53 : 47",2014,86
"276-300","University of Bath","United Kingdom",26.7,77.4,25.2,50.1,35,NA,12830,18.8,"30%","46 : 54",2014,39
"276-300","University of Bologna","Italy",30.7,40.7,18.6,64.2,33.5,NA,85532,22.9,"7%","56 : 44",2014,7
"276-300","University of Fribourg","Switzerland",25.9,84.5,16.3,57.6,30.6,NA,10416,46.9,"19%","58 : 42",2014,8
"276-300","University of Georgia","United States of America",39.6,35,28.9,46.1,30.7,NA,33119,19.9,"7%","57 : 43",2014,87
"276-300","University of Kansas","United States of America",33.9,33.6,19.8,59.9,35.9,NA,NA,NA,NA,NA,2014,88
"276-300","University of Milan","Italy",25.7,35.6,19.8,65.5,39,NA,58618,24.3,"5%","60 : 40",2014,8
"276-300","University of Montana","United States of America",29.5,22.6,15,74.6,34.5,NA,12470,15.2,"3%","54 : 46",2014,89
"276-300","University of South Florida","United States of America",24.1,38.5,31.1,52.4,95,NA,31424,21.5,"10%",NA,2014,90
"276-300","University of Southern Denmark","Denmark",18.5,66.4,18.3,64.7,70.9,NA,22210,12.7,"16%","52 : 48",2014,4
"276-300","University of Wollongong","Australia",22.8,83.9,25.2,49.1,59.6,NA,16489,25.4,"24%","50 : 50",2014,12
"276-300","Victoria University of Wellington","New Zealand",19.7,82.9,27.7,52.9,46.4,NA,17142,21.1,"21%","55 : 45",2014,3
"276-300","Virginia Polytechnic Institute and State University","United States of America",33.7,27.5,40.4,38.7,42,NA,30850,18.6,"10%","42 : 58",2014,91
"276-300","York University","Canada",24.2,55.3,28.1,55.5,36.2,NA,48007,39.4,"9%","59 : 41",2014,17
"301-350","Aalborg University","Denmark",20,70.8,24.5,46,39.8,NA,17422,15.9,"15%","48 : 52",2014,5
"301-350","Aalto University","Finland",26.9,64.3,17,57.4,39.4,NA,16099,24.2,"17%","32 : 68",2014,2
"301-350","Aberystwyth University","United Kingdom",19.3,65.5,17.6,57.5,32.8,NA,9252,19.2,"18%","48 : 52",2014,40
"301-350","Autonomous University of Madrid","Spain",24.5,46,19.4,55,33.4,NA,28296,13,"15%","56 : 44",2014,4
"301-350","Bangor University","United Kingdom",20.6,68.8,23.2,50.1,30.7,NA,9567,19.5,"22%","55 : 45",2014,41
"301-350","Bayreuth University","Germany",22.8,54.1,12.7,66,NA,NA,12520,35.5,"8%","46 : 54",2014,22
"301-350","Bielefeld University","Germany",22.8,46.9,17.9,59.9,35.8,NA,21428,67.8,"8%","57 : 43",2014,23
"301-350","Claude Bernard University Lyon 1","France",21.2,50.6,16.3,61.4,33.3,NA,35308,16.1,"11%","50 : 50",2014,11
"301-350","Deakin University","Australia",16.6,73.4,18.7,54.2,31.1,NA,32713,30.4,"17%","60 : 40",2014,13
"301-350","Drexel University","United States of America",33.9,38.2,15,56.2,32.5,NA,20713,10.8,"18%","48 : 52",2014,92
"301-350","Heriot-Watt University","United Kingdom",24.7,87.8,20.8,39,44.3,NA,8773,17.8,"43%","41 : 59",2014,42
"301-350","Hokkaido University","Japan",41,24.6,28.3,32.3,44.2,NA,18162,8.2,"9%","29 : 71",2014,9
"301-350","Hong Kong Baptist University","Hong Kong",20.7,59.5,13.9,65.3,30.2,NA,10441,11,"25%","61 : 39",2014,6
"301-350","Kansas State University","United States of America",26.1,34.1,15.5,57.4,38.7,NA,21379,15.1,"10%","50 : 50",2014,93
"301-350","Keele University","United Kingdom",19.4,71.2,19.4,58.7,30.4,NA,8397,15.7,"20%","55 : 45",2014,43
"301-350","King Mongkut’s University of Technology Thonburi","Thailand",13,24.4,10.5,75.4,62.2,NA,17791,23.7,"1%","42 : 58",2014,1
"301-350","Kyushu University","Japan",38.6,24.5,28,30.9,75,NA,18925,6.7,"8%","28 : 72",2014,10
"301-350","Lehigh University","United States of America",28.9,35.7,16,53.7,39.7,NA,6300,11.3,"15%","44 : 56",2014,94
"301-350","Linköping University","Sweden",20.6,50.2,26,55.6,NA,NA,17866,7.7,"10%","52 : 48",2014,9
"301-350","Murdoch University","Australia",16.7,86.4,16,51.7,49.9,NA,16606,32.8,"43%","59 : 41",2014,14
"301-350","National Cheng Kung University","Taiwan",31.5,24.9,40.7,27.6,100,NA,21234,14.4,"11%","36 : 64",2014,4
"301-350","National Sun Yat-Sen University","Taiwan",27.3,22.1,32.6,43.2,45,NA,9336,19.6,"4%","37 : 63",2014,5
"301-350","National University of Ireland, Galway","Republic of Ireland",24.5,69.5,21,50.6,45.7,NA,14067,26.8,"14%","56 : 44",2014,4
"301-350","Oregon State University","United States of America",25.7,35.4,19.7,63.5,31.6,NA,22578,16.8,"9%","47 : 53",2014,95
"301-350","Sapienza University of Rome","Italy",27,36.3,25.2,48.2,36.3,NA,120986,32.3,"7%","59 : 41",2014,9
"301-350","Shanghai Jiao Tong University","China",35.7,22.8,31.8,32.3,79.2,NA,38191,12.8,"6%","37 : 63",2014,7
"301-350","State University of Campinas","Brazil",41.3,19,37.5,27.9,49,NA,27095,15.3,"3%","48 : 52",2014,2
"301-350","State University of New York Albany","United States of America",23.8,33.9,26.2,58.7,NA,NA,15387,18.5,"8%","51 : 49",2014,96
"301-350","Stellenbosch University","South Africa",24.7,46.7,29.3,47.1,95.9,NA,21849,23,"8%","53 : 47",2014,3
